Case number,Annual weight,Total expenditure,Gross normal weekly household income - anonymised,Main source of household income - code,Internet connection in household,Economic position of household reference person,NS - SEC 8 Class of household reference person,Tenure type,Sex of household reference person,Number of persons in household,Number of adults,Number of children,Government Office Region modified,Annual weight r,Main income,Income,Expenditure,Household size
381,4.658033939128288,344.32658815258065,225.64,Earned income,Yes,Full-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Female,3 person,1 adult,Two or more children,South West,0.8926685841835702,earnings,225.64,344.3266,3
380,7.18176555342586,609.8909750071604,1165.29,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,3 adults,One child,Yorkshire and the Humber,1.3763181145293997,earnings,1165.29,609.891,4
377,3.809001646918355,337.8291611122236,587.054,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.7299594961611229,other source,587.054,337.82916,2
376,4.048506109641727,551.4277608581733,339.814,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.7758582835978091,other source,339.814,551.42773,2
376,3.3864281987361675,539.7805563494999,432.619,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,West Midlands,0.6489772520143668,other source,432.619,539.7806,2
373,2.85529120402103,576.0434636453117,1184.99,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,North West and Merseyside,0.5471898208200361,other source,1184.99,576.04346,2
373,4.447624780458963,178.48,71.0,Other income,Yes,Unemployed and work related Government Training Programmes,Routine and manual occupations,Public rented,Female,1 person,1 adult,No children,East Midlands,0.8523456393052956,other source,71.0,178.48,1
373,7.48202368998144,513.7446219270652,429.4,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,London,1.4338597746270558,earnings,429.4,513.7446,2
356,5.05894273597425,1079.845388449039,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,North West and Merseyside,0.9694990007807919,earnings,1184.99,1079.8453,3
355,5.178923485028083,234.9144603871078,638.9275,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.9924921877748765,earnings,638.9275,234.91446,2
354,3.96354721141064,648.3211354425396,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,Eastern,0.7595767063510933,earnings,1184.99,648.3211,5
350,5.913354426880875,777.945,621.869,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,5 person or more,4 and more adults,No children,West Midlands,1.1332390001879755,other source,621.869,777.945,5
346,6.526868165578095,385.7753207683622,379.5,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,4 person,4 and more adults,No children,Scotland,1.2508131629478345,earnings,379.5,385.77533,4
346,3.5133390527915473,495.01394301624754,609.05,Earned income,Yes,Economically inactive,Routine and manual occupations,Owned,Male,5 person or more,2 adults,Two or more children,Yorkshire and the Humber,0.6732985287348935,earnings,609.05,495.01395,5
345,5.11747603439609,237.325,135.9,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Northern Ireland,0.9807163592871142,other source,135.9,237.325,1
338,7.512097172961805,153.8069640325797,300.03,Earned income,No,Full-time working,Routine and manual occupations,Owned,Male,1 person,1 adult,No children,London,1.4396230760165203,earnings,300.03,153.80696,1
334,5.957971268255918,89.05192137885739,71.0,Other income,Yes,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,1 person,1 adult,No children,North East,1.1417894000222146,other source,71.0,89.05192,1
329,5.12550859588435,160.44,151.51,Other income,No,Economically inactive,Not classified for other reasons,Private rented,Female,1 person,1 adult,No children,South East,0.9822557244752592,other source,151.51,160.44,1
321,5.549287688397897,557.9917400383124,727.3,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,Eastern,1.0634690190678404,other source,727.3,557.99176,3
320,4.75928705907989,109.87602250653092,287.042,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Wales,0.9120727964354631,other source,287.042,109.87602,1
320,3.98223337681976,503.0903117420155,653.28,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,North East,0.763157734964788,earnings,653.28,503.0903,2
319,4.01732981302322,271.3745582356995,349.884,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,Eastern,0.7698836383019144,other source,349.884,271.37457,2
318,10.747766380885897,475.2066630910454,681.48,Earned income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,East Midlands,2.0597087792272855,earnings,681.48,475.20667,3
306,4.905224850317055,467.4718667222373,834.48,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,3 person,2 adults,One child,East Midlands,0.9400404074887516,earnings,834.48,467.47186,3
302,4.90504759365166,492.6792806,635.04,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,Northern Ireland,0.9400064379087523,earnings,635.04,492.6793,4
300,4.56962143576945,458.1549897180841,1127.87,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,East Midlands,0.8757251558554742,other source,1127.87,458.155,2
300,4.83167453050413,203.70131140470545,178.25,Earned income,Yes,Part-time working,Routine and manual occupations,Public rented,Male,5 person or more,2 adults,Two or more children,Yorkshire and the Humber,0.9259451774600199,earnings,178.25,203.70131,5
298,6.059638904913665,168.81218425766963,288.77,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,North East,1.1612730505190905,other source,288.77,168.81218,1
297,6.31271985943469,261.42807280291214,139.58,Other income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Owned,Male,1 person,1 adult,No children,London,1.2097736454714725,other source,139.58,261.42807,1
292,3.002664204813145,245.2461022250723,405.35,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,North East,0.5754324763444827,earnings,405.35,245.24611,4
286,4.9844126250399725,540.3750273938998,543.694,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,London,0.9552160029589262,other source,543.694,540.375,2
285,4.470596946359983,289.3629283277154,324.42,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Eastern,0.856748039776927,other source,324.42,289.3629,2
283,2.8779773244931675,435.82127531227786,653.3665,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South West,0.5515374033639002,other source,653.3665,435.8213,2
277,3.0286744605635123,1097.6115335509396,1171.2875,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,Eastern,0.5804170982854895,earnings,1171.2875,1097.6116,5
276,4.2748214144986925,396.34102636136873,982.522,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,South East,0.8192294924395264,earnings,982.522,396.34103,2
264,4.111076369881517,926.1848202607515,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,3 person,3 adults,No children,South West,0.7878492880323331,earnings,1184.99,926.1848,3
262,5.580721846649353,356.54431206654067,287.514,Earned income,Yes,Economically inactive,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,Yorkshire and the Humber,1.069493081130939,earnings,287.514,356.5443,4
259,7.011949311171782,115.77021390751852,144.23,Earned income,No,Full-time working,Intermediate occupations,Owned,Male,1 person,1 adult,No children,London,1.3437744219489436,earnings,144.23,115.77021,1
251,4.67710883395748,301.3009387408492,370.4,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Male,1 person,1 adult,No children,West Midlands,0.8963241091503573,earnings,370.4,301.30093,1
242,8.592769415271027,590.0920158770916,601.38,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,1 person,1 adult,No children,North West and Merseyside,1.6467237912786317,earnings,601.38,590.09204,1
238,3.0276339780702974,297.90957869209586,335.184,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,East Midlands,0.5802176995592836,other source,335.184,297.90958,2
234,3.6784397656836827,573.3836901695895,1096.39,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,West Midlands,0.7049385342718006,earnings,1096.39,573.38367,2
234,6.91939354553983,147.76921080975228,275.432,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,East Midlands,1.3260369762058661,other source,275.432,147.76921,1
232,6.681054610720635,616.3168532963541,390.3745,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,London,1.2803615512774065,other source,390.3745,616.31683,1
225,10.271331236920728,654.474315302408,524.06,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South East,1.9684044454726297,earnings,524.06,654.4743,1
220,6.054483161633375,144.105,272.042,Earned income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,South East,1.1602850006004821,earnings,272.042,144.105,2
216,7.4654890256154,180.66735194860837,223.8995,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Scotland,1.4306910610404937,other source,223.8995,180.66736,1
213,5.3605486127244175,576.7644434728105,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,2 adults,One child,South West,1.0272989426658012,earnings,1184.99,576.76447,3
209,4.05238142815869,156.90481142553372,266.33,Other income,Yes,Part-time working,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,East Midlands,0.7766009521010886,other source,266.33,156.90482,1
208,4.345302066902468,298.31,318.624,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,North West and Merseyside,0.8327364494552554,other source,318.624,298.31,2
